Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
13793,282,1,96.0,1,1,1,3,Lost,1
13794,182,1,126.03,1,1,1,3,Lost,1
13795,24,4,375.59999999999997,4,4,2,10,Loyal Customers,3
13796,135,1,289.7,2,1,2,5,Hibernating,1
13797,72,3,1179.45,2,3,4,9,At Risk,0
13798,11,42,7667.56,5,5,5,15,Champions,2
13799,80,7,1718.23,2,5,4,11,At Risk,0
13800,66,2,859.64,3,2,3,8,Potential Loyalists,0
13802,10,16,9799.31,5,5,5,15,Champions,2
13803,67,2,1001.36,3,2,4,9,Potential Loyalists,0
13804,71,2,572.73,3,2,3,8,Potential Loyalists,0
13807,3,3,422.2,5,3,2,10,Loyal Customers,3
13809,30,2,246.25,4,2,2,8,New Customers,3
13813,163,4,1364.53,2,4,4,10,At Risk,0
13814,163,1,678.2,2,1,3,6,Cant Lose Them,1
13815,42,4,3198.3,3,4,5,12,Loyal Customers,0
13818,65,1,61.28,3,1,1,5,Potential Loyalists,1
13819,305,3,1298.0,1,3,4,8,At Risk,0
13820,54,3,652.75,3,3,3,9,Loyal Customers,0
13821,29,4,993.44,4,4,4,12,Champions,0
13823,16,5,2344.9900000000002,4,4,5,13,Champions,2
13824,15,7,1428.32,5,5,4,14,Champions,2
13825,257,2,230.39,1,2,2,5,Hibernating,1
13829,57,1,102.0,3,1,1,5,Potential Loyalists,1
13830,217,1,156.85000000000002,1,1,1,3,Lost,1
13831,5,12,2511.73,5,5,5,15,Champions,2
13832,58,1,436.49,3,1,2,6,Potential Loyalists,3
13833,40,1,316.56,3,1,2,6,Potential Loyalists,3
13834,212,2,235.15,1,2,2,5,Hibernating,1
13835,155,3,260.7,2,3,2,7,At Risk,1
13836,35,2,620.37,4,2,3,9,New Customers,3
13838,5,7,1245.91,5,5,4,14,Champions,2
13839,122,1,139.95000000000002,2,1,1,4,Hibernating,1
13840,52,1,651.4,3,1,3,7,Potential Loyalists,3
13842,2,10,2244.29,5,5,5,15,Champions,2
13843,17,1,319.75,4,1,2,7,New Customers,3
13846,35,1,442.73,4,1,2,7,New Customers,3
13847,355,1,310.72,1,1,2,4,Lost,1
13849,33,3,1911.19,4,3,5,12,Loyal Customers,0
13851,15,5,1777.4,5,4,4,13,Champions,0
13852,246,1,187.35000000000002,1,1,1,3,Lost,1
13854,1,15,3089.0,5,5,5,15,Champions,2
13855,136,4,1215.7,2,4,4,10,At Risk,0
13856,99,8,548.57,2,5,3,10,At Risk,0
13857,29,6,960.21,4,4,4,12,Champions,0
13859,165,1,314.7,2,1,2,5,Hibernating,1
13861,65,2,273.26,3,2,2,7,Potential Loyalists,1
13862,25,1,346.73,4,1,2,7,New Customers,3
13863,101,3,933.77,2,3,4,9,At Risk,0
13869,17,6,4903.14,4,4,5,13,Champions,2
13870,23,7,2231.94,4,5,5,14,Champions,2
13871,64,4,1482.6000000000001,3,4,4,11,Loyal Customers,0
13872,163,3,919.57,2,3,4,9,At Risk,0
13873,19,5,631.08,4,4,3,11,Loyal Customers,0
13874,140,6,1508.7,2,4,4,10,At Risk,0
13875,23,9,3027.58,4,5,5,14,Champions,2
13877,106,2,277.72,2,2,2,6,Hibernating,1
13878,183,3,1104.53,1,3,4,8,At Risk,0
13879,281,1,395.5,1,1,2,4,Lost,1
13880,3,5,1171.89,5,4,4,13,Champions,2
13881,58,16,8563.96,3,5,5,13,Loyal Customers,2
13883,39,10,3544.7400000000002,3,5,5,13,Loyal Customers,2
13884,12,5,1037.43,5,4,4,13,Champions,0
13888,40,5,1405.92,3,4,4,11,Loyal Customers,0
13889,18,5,1574.3300000000002,4,4,4,12,Champions,0
13890,10,4,1043.57,5,4,4,13,Champions,3
13891,14,3,859.21,5,3,3,11,Loyal Customers,3
13892,211,1,12.6,1,1,1,3,Lost,1
13895,151,2,1415.45,2,2,4,8,Cant Lose Them,0
13896,261,1,388.55,1,1,2,4,Lost,1
13897,74,2,821.72,2,2,3,7,Cant Lose Them,0
13898,47,1,530.47,3,1,3,7,Potential Loyalists,3
13900,25,3,793.32,4,3,3,10,Loyal Customers,3
13901,10,10,2677.14,5,5,5,15,Champions,2
13902,360,1,429.66,1,1,2,4,Lost,1
13903,36,1,165.45000000000002,4,1,1,6,New Customers,3
13905,368,1,312.65,1,1,2,4,Lost,1
13907,327,1,136.8,1,1,1,3,Lost,1
13909,59,2,270.25,3,2,2,7,Potential Loyalists,3
13911,15,11,1263.12,5,5,4,14,Champions,2
13912,59,1,124.95,3,1,1,5,Potential Loyalists,1
13913,142,1,42.22,2,1,1,4,Hibernating,1
13915,30,1,70.80000000000001,4,1,1,6,New Customers,3
13916,99,4,1275.81,2,4,4,10,At Risk,0
13919,60,2,935.55,3,2,4,9,Potential Loyalists,0
13920,67,4,1277.2,3,4,4,11,Loyal Customers,0
13921,38,4,730.7,3,4,3,10,Loyal Customers,0
13922,73,2,557.65,2,2,3,7,Cant Lose Them,0
13927,73,1,318.95,2,1,2,5,Hibernating,1
13929,52,9,1864.73,3,5,5,13,Loyal Customers,0
13931,28,9,3872.4900000000002,4,5,5,14,Champions,2
13935,232,3,4019.3,1,3,5,9,At Risk,0
13936,18,2,563.08,4,2,3,9,New Customers,3
13937,38,1,711.2,3,1,3,7,Potential Loyalists,3
13939,67,4,992.41,3,4,4,11,Loyal Customers,0
13941,8,9,2088.38,5,5,5,15,Champions,2
13943,213,1,246.54000000000002,1,1,2,4,Lost,1
13944,289,1,200.43,1,1,1,3,Lost,1
13945,30,2,854.1500000000001,4,2,3,9,New Customers,3
13946,12,3,737.5,5,3,3,11,Loyal Customers,3
13948,47,3,446.76,3,3,2,8,Loyal Customers,3
13952,16,12,8228.81,4,5,5,14,Champions,2
13955,11,1,200.95,5,1,1,7,New Customers,3
13957,53,3,458.25,3,3,3,9,Loyal Customers,0
13958,15,8,4184.11,5,5,5,15,Champions,2
13959,35,3,470.73,4,3,3,10,Loyal Customers,3
13961,28,1,538.4,4,1,3,8,New Customers,3
13962,71,1,193.25,3,1,1,5,Potential Loyalists,1
13963,3,14,2163.01,5,5,5,15,Champions,2
13964,23,2,438.9,4,2,2,8,New Customers,3
13965,112,3,894.85,2,3,4,9,At Risk,0
13966,71,1,263.3,3,1,2,6,Potential Loyalists,1
13967,32,1,85.6,4,1,1,6,New Customers,3
13968,59,1,123.66,3,1,1,5,Potential Loyalists,1
13969,1,18,4266.88,5,5,5,15,Champions,2
13970,22,2,359.35,4,2,2,8,New Customers,3
13971,59,6,1854.5900000000001,3,4,5,12,Loyal Customers,0
13974,218,1,264.13,1,1,2,4,Lost,1
13975,29,6,2780.04,4,4,5,13,Champions,0
13976,142,3,834.38,2,3,3,8,At Risk,0
13977,47,1,519.8100000000001,3,1,3,7,Potential Loyalists,3
13979,29,6,2494.94,4,4,5,13,Champions,0
13980,75,4,568.68,2,4,3,9,At Risk,0
13981,51,1,322.02,3,1,2,6,Potential Loyalists,3
13982,1,6,2184.68,5,4,5,14,Champions,2
13983,2,10,3706.78,5,5,5,15,Champions,2
13984,2,8,1034.49,5,5,4,14,Champions,2
13985,10,7,2948.13,5,5,5,15,Champions,2
13987,15,2,682.54,5,2,3,10,New Customers,3
13988,19,2,609.84,4,2,3,9,New Customers,3
13989,100,3,670.46,2,3,3,8,At Risk,0
13992,16,2,142.7,4,2,1,7,New Customers,3
13993,15,10,3309.35,5,5,5,15,Champions,2
13995,15,9,2480.48,5,5,5,15,Champions,2
13996,22,2,802.1600000000001,4,2,3,9,New Customers,3
13997,155,3,376.46,2,3,2,7,At Risk,1
13998,82,3,566.7,2,3,3,8,At Risk,0
13999,10,17,5550.05,5,5,5,15,Champions,2
14000,50,4,1081.28,3,4,4,11,Loyal Customers,0
14001,9,7,2283.01,5,5,5,15,Champions,2
14003,368,1,199.32999999999998,1,1,1,3,Lost,1
14004,29,4,1655.65,4,4,4,12,Champions,0
14006,164,4,536.8,2,4,3,9,At Risk,0
14007,148,1,79.48,2,1,1,4,Hibernating,1
14008,68,1,509.04,3,1,3,7,Potential Loyalists,1
14009,98,1,306.86,2,1,2,5,Hibernating,1
14010,201,2,445.15,1,2,2,5,Hibernating,1
14011,116,2,395.9,2,2,2,6,Hibernating,1
14013,16,2,611.55,4,2,3,9,New Customers,3
14014,12,2,1309.59,5,2,4,11,New Customers,3
14016,32,7,6587.6,4,5,5,14,Champions,2
14017,207,1,229.75,1,1,2,4,Lost,1
14018,281,1,341.95,1,1,2,4,Lost,1
14020,112,2,606.21,2,2,3,7,Cant Lose Them,1
14021,10,4,1029.96,5,4,4,13,Champions,3
14022,122,1,352.15000000000003,2,1,2,5,Hibernating,1
14024,26,1,318.04,4,1,2,7,New Customers,3
14025,100,8,3487.1800000000003,2,5,5,12,At Risk,0
14026,106,2,713.11,2,2,3,7,Cant Lose Them,0
14030,2,14,5707.76,5,5,5,15,Champions,2
14031,1,26,18142.53,5,5,5,15,Champions,2
14032,2,6,1700.44,5,4,4,13,Champions,2
14035,42,4,1204.49,3,4,4,11,Loyal Customers,0
14037,114,4,653.27,2,4,3,9,At Risk,0
14038,33,2,1509.5,4,2,4,10,New Customers,0
14039,211,1,38.76,1,1,1,3,Lost,1
14040,22,23,8785.17,4,5,5,14,Champions,2
14042,361,1,431.98,1,1,2,4,Lost,1
14043,127,2,302.59999999999997,2,2,2,6,Hibernating,1
14044,54,6,2297.72,3,4,5,12,Loyal Customers,0
14045,165,4,918.0,2,4,4,10,At Risk,0
14047,8,10,2908.5,5,5,5,15,Champions,2
14048,18,2,338.76,4,2,2,8,New Customers,3
14049,23,9,6902.94,4,5,5,14,Champions,2
14051,2,15,6598.25,5,5,5,15,Champions,2
14052,26,1,241.3,4,1,2,7,New Customers,3
14053,33,2,68.25,4,2,1,7,New Customers,3
14055,213,2,587.0,1,2,3,6,Cant Lose Them,1
14057,17,5,1855.28,4,4,5,13,Champions,0
14058,98,2,469.19,2,2,3,7,Cant Lose Them,1
14060,2,12,1852.8600000000001,5,5,5,15,Champions,2
14061,360,2,553.43,1,2,3,6,Cant Lose Them,1
14062,10,11,6807.42,5,5,5,15,Champions,2
14063,74,6,14639.24,2,4,5,11,At Risk,0
14064,66,10,1578.92,3,5,4,12,Loyal Customers,0
14065,25,3,870.86,4,3,4,11,Loyal Customers,0
14068,239,3,1250.8700000000001,1,3,4,8,At Risk,0
14069,150,2,225.81,2,2,1,5,Hibernating,1
14070,320,1,321.6,1,1,2,4,Lost,1
14072,302,1,390.85,1,1,2,4,Lost,1
14074,259,1,118.6,1,1,1,3,Lost,1
14075,39,3,703.81,3,3,3,9,Loyal Customers,0
14077,31,1,115.66,4,1,1,6,New Customers,3
14078,9,4,640.34,5,4,3,12,Loyal Customers,3
14079,318,1,243.63,1,1,2,4,Lost,1
14080,49,4,1070.08,3,4,4,11,Loyal Customers,0
14081,5,9,4330.87,5,5,5,15,Champions,2
14082,28,1,231.10999999999999,4,1,2,7,New Customers,3
14083,7,3,373.3,5,3,2,10,Loyal Customers,3
14084,148,1,56.4,2,1,1,4,Hibernating,1
14085,4,16,5460.43,5,5,5,15,Champions,2
14086,98,1,39.95,2,1,1,4,Hibernating,1
14087,40,2,638.0,3,2,3,8,Potential Loyalists,3
14088,42,3,9856.09,3,3,5,11,Loyal Customers,0
14092,10,10,3138.62,5,5,5,15,Champions,2
14094,75,1,311.77,2,1,2,5,Hibernating,1
14095,358,1,2.95,1,1,1,3,Lost,1
14097,117,2,422.86,2,2,2,6,Hibernating,1
14099,11,9,2636.2400000000002,5,5,5,15,Champions,2
14101,43,6,1054.06,3,5,4,12,Loyal Customers,0
14104,25,3,486.52,4,3,3,10,Loyal Customers,3
14105,44,4,4342.4400000000005,3,4,5,12,Loyal Customers,0
14106,373,1,214.8,1,1,1,3,Lost,1
14107,84,4,2011.3500000000001,2,4,5,11,At Risk,0
14108,367,2,406.25,1,2,2,5,Hibernating,1
14110,71,21,5523.68,3,5,5,13,Loyal Customers,2
14112,87,6,2906.84,2,5,5,12,At Risk,0
14113,11,9,2827.75,5,5,5,15,Champions,2
14114,31,5,977.5600000000001,4,4,4,12,Champions,0
14115,137,2,373.07,2,2,2,6,Hibernating,1
14118,64,1,458.45,3,1,3,7,Potential Loyalists,1
14119,11,2,146.89,5,2,1,8,New Customers,3
14122,42,3,362.42,3,3,2,8,Loyal Customers,3
14123,369,1,436.18,1,1,2,4,Lost,1
14126,80,1,466.33000000000004,2,1,3,6,Cant Lose Them,1
14127,16,3,1190.3700000000001,4,3,4,11,Loyal Customers,0
14128,187,1,286.71,1,1,2,4,Lost,1
14129,35,4,1427.16,4,4,4,12,Champions,0
14130,11,3,1176.26,5,3,4,12,Loyal Customers,3
14131,284,1,168.22,1,1,1,3,Lost,1
14133,369,1,305.5,1,1,2,4,Lost,1
14134,18,15,7233.71,4,5,5,14,Champions,2
14135,3,10,1343.1100000000001,5,5,4,14,Champions,2
14136,36,5,1522.33,4,4,4,12,Champions,0
14137,331,1,188.7,1,1,1,3,Lost,1
14139,126,3,670.98,2,3,3,8,At Risk,0
14142,9,2,671.34,5,2,3,10,New Customers,3
14144,122,1,30.6,2,1,1,4,Hibernating,1
14145,173,1,12.75,2,1,1,4,Hibernating,1
14146,19,7,4749.38,4,5,5,14,Champions,2
14147,24,6,692.8,4,5,3,12,Loyal Customers,0
14148,50,1,309.09000000000003,3,1,2,6,Potential Loyalists,3
14151,309,2,679.45,1,2,3,6,Cant Lose Them,1
14152,23,5,1272.73,4,4,4,12,Champions,0
14153,119,1,233.39999999999998,2,1,2,5,Hibernating,1
14154,17,6,4870.28,4,5,5,14,Champions,2
14156,7,90,64045.44,5,5,5,15,Champions,2
14157,25,3,553.8000000000001,4,3,3,10,Loyal Customers,3
14159,15,9,2925.95,5,5,5,15,Champions,2
14160,246,6,2907.33,1,5,5,11,At Risk,0
14161,5,5,2082.26,5,4,5,14,Champions,2
14163,98,1,148.71,2,1,1,4,Hibernating,1
14166,141,2,251.15,2,2,2,6,Hibernating,1
14167,100,4,711.7,2,4,3,9,At Risk,0
14168,56,2,370.45,3,2,2,7,Potential Loyalists,3
14169,66,2,621.51,3,2,3,8,Potential Loyalists,0
14170,11,3,570.18,5,3,3,11,Loyal Customers,3
14171,366,1,135.0,1,1,1,3,Lost,1
14172,241,3,369.02,1,3,2,6,At Risk,1
14173,277,2,135.16,1,2,1,4,Hibernating,1
14175,54,5,4446.5,3,4,5,12,Loyal Customers,0
14176,3,2,339.11,5,2,2,9,New Customers,3
14177,17,8,1497.73,4,5,4,13,Champions,2
14180,8,9,1570.73,5,5,4,14,Champions,2
14181,46,2,308.35,3,2,2,7,Potential Loyalists,3
14182,79,4,678.77,2,4,3,9,At Risk,0
14183,47,2,278.34000000000003,3,2,2,7,Potential Loyalists,3
14186,63,5,1473.59,3,4,4,11,Loyal Customers,0
14187,109,1,123.5,2,1,1,4,Hibernating,1
14189,4,2,962.5500000000001,5,2,4,11,New Customers,3
14190,302,1,79.9,1,1,1,3,Lost,1
14191,30,2,132.9,4,2,1,7,New Customers,3
14192,24,1,293.74,4,1,2,7,New Customers,3
14193,32,1,356.8,4,1,2,7,New Customers,3
14194,28,14,6941.150000000001,4,5,5,14,Champions,2
14197,46,1,390.05,3,1,2,6,Potential Loyalists,3
14198,36,5,827.53,4,4,3,11,Loyal Customers,0
14199,59,3,906.3,3,3,4,10,Loyal Customers,0
14200,253,1,379.2,1,1,2,4,Lost,1
14201,45,3,446.1,3,3,2,8,Loyal Customers,3
14202,17,3,847.76,4,3,3,10,Loyal Customers,3
14203,33,1,339.34,4,1,2,7,New Customers,3
14204,58,3,874.22,3,3,4,10,Loyal Customers,0
14205,30,7,1907.18,4,5,5,14,Champions,0
14206,24,2,816.05,4,2,3,9,New Customers,3
14207,323,1,157.8,1,1,1,3,Lost,1
14208,187,1,347.15,1,1,2,4,Lost,1
14209,21,9,2899.6800000000003,4,5,5,14,Champions,2
14210,7,11,3923.52,5,5,5,15,Champions,2
14211,47,9,2161.19,3,5,5,13,Loyal Customers,0
14212,81,1,136.0,2,1,1,4,Hibernating,1
14215,4,4,1626.6100000000001,5,4,4,13,Champions,2
14216,50,1,310.74,3,1,2,6,Potential Loyalists,3
14217,2,7,1411.91,5,5,4,14,Champions,2
14219,45,2,543.89,3,2,3,8,Potential Loyalists,3
14220,203,2,882.5999999999999,1,2,4,7,Cant Lose Them,0
14221,85,8,3084.69,2,5,5,12,At Risk,0
14224,26,5,831.98,4,4,3,11,Loyal Customers,0
14225,70,4,1816.03,3,4,4,11,Loyal Customers,0
14226,77,1,710.34,2,1,3,6,Cant Lose Them,1
14227,50,5,2876.63,3,4,5,12,Loyal Customers,0
14228,73,3,745.5,2,3,3,8,At Risk,0
14229,39,4,924.44,3,4,4,11,Loyal Customers,0
14230,71,3,979.8000000000001,3,3,4,10,Loyal Customers,0
14231,86,1,309.91,2,1,2,5,Hibernating,1
14233,101,3,1209.55,2,3,4,9,At Risk,0
14235,134,4,1552.97,2,4,4,10,At Risk,0
14236,8,4,1253.78,5,4,4,13,Champions,3
14237,9,2,452.9,5,2,3,10,New Customers,3
14238,298,2,287.38,1,2,2,5,Hibernating,1
14239,67,10,1882.3200000000002,3,5,5,13,Loyal Customers,0
14240,59,1,357.15000000000003,3,1,2,6,Potential Loyalists,1
14243,1,8,4694.92,5,5,5,15,Champions,2
14244,296,1,245.45999999999998,1,1,2,4,Lost,1
14247,40,4,616.79,3,4,3,10,Loyal Customers,0
14248,95,2,654.53,2,2,3,7,Cant Lose Them,0
14249,46,12,5363.061,3,5,5,13,Loyal Customers,2
14252,17,1,350.99,4,1,2,7,New Customers,3
14253,129,2,363.40000000000003,2,2,2,6,Hibernating,1
14254,68,1,601.03,3,1,3,7,Potential Loyalists,1
14255,182,1,1000.63,1,1,4,6,Cant Lose Them,1
14256,127,3,1491.73,2,3,4,9,At Risk,0
14257,16,4,2854.73,4,4,5,13,Champions,0
14258,31,16,10726.6,4,5,5,14,Champions,2
14260,107,3,814.2,2,3,3,8,At Risk,0
14263,59,1,322.93,3,1,2,6,Potential Loyalists,1
14264,15,4,1183.39,5,4,4,13,Champions,0
14265,100,2,843.1700000000001,2,2,3,7,Cant Lose Them,0
14266,64,1,40.56,3,1,1,5,Potential Loyalists,1
14268,106,1,354.85,2,1,2,5,Hibernating,1
14269,75,1,295.73,2,1,2,5,Hibernating,1
14271,45,1,101.86,3,1,1,5,Potential Loyalists,1
14272,198,2,434.37,1,2,2,5,Hibernating,1
14274,322,1,256.6,1,1,2,4,Lost,1
14275,31,6,894.18,4,5,4,13,Champions,0
14276,43,4,982.9399999999999,3,4,4,11,Loyal Customers,0
14277,47,5,1101.05,3,4,4,11,Loyal Customers,0
14278,45,1,205.83,3,1,1,5,Potential Loyalists,3
14279,156,2,191.86,2,2,1,5,Hibernating,1
14281,44,1,245.15,3,1,2,6,Potential Loyalists,3
14282,3,10,1541.28,5,5,4,14,Champions,2
14283,99,4,575.64,2,4,3,9,At Risk,0
14284,289,1,704.4,1,1,3,5,Cant Lose Them,1
14285,149,4,1374.41,2,4,4,10,At Risk,0
14286,40,4,3257.37,3,4,5,12,Loyal Customers,0
14290,49,3,2122.71,3,3,5,11,Loyal Customers,0
14291,16,12,3791.41,4,5,5,14,Champions,2
14292,46,7,3035.28,3,5,5,13,Loyal Customers,0
14293,4,6,1992.77,5,5,5,15,Champions,2
14294,43,1,375.34000000000003,3,1,2,6,Potential Loyalists,3
14295,74,4,2044.91,2,4,5,11,At Risk,0
14296,57,2,456.4,3,2,3,8,Potential Loyalists,3
14298,11,35,26839.260000000002,5,5,5,15,Champions,2
14299,1,19,6641.99,5,5,5,15,Champions,2
14301,52,3,903.54,3,3,4,10,Loyal Customers,0
14302,66,3,577.3000000000001,3,3,3,9,Loyal Customers,0
14303,43,2,277.94,3,2,2,7,Potential Loyalists,3
14304,15,2,1321.4,5,2,4,11,New Customers,3
14306,313,1,119.16,1,1,1,3,Lost,1
14307,9,5,2065.23,5,4,5,14,Champions,2
14308,185,2,1147.02,1,2,4,7,Cant Lose Them,0
14309,49,2,1408.1200000000001,3,2,4,9,Potential Loyalists,0
14310,68,1,492.1,3,1,3,7,Potential Loyalists,1
14311,203,1,206.19,1,1,1,3,Lost,1
14312,14,5,1436.94,5,4,4,13,Champions,0
14314,66,1,109.8,3,1,1,5,Potential Loyalists,1
14315,200,2,716.69,1,2,3,6,Cant Lose Them,1
14316,58,5,276.54,3,4,2,9,Loyal Customers,0
14318,96,1,144.1,2,1,1,4,Hibernating,1
14319,60,1,473.85,3,1,3,7,Potential Loyalists,3
14320,182,3,868.96,1,3,4,8,At Risk,0
14321,67,2,633.71,3,2,3,8,Potential Loyalists,0
14322,65,4,474.1,3,4,3,10,Loyal Customers,0
14324,45,2,689.01,3,2,3,8,Potential Loyalists,3
14325,205,1,221.48000000000002,1,1,1,3,Lost,1
14326,99,2,716.8100000000001,2,2,3,7,Cant Lose Them,0
14327,18,5,1546.32,4,4,4,12,Champions,0
14328,74,1,445.05,2,1,2,5,Hibernating,1
14329,11,8,4865.7,5,5,5,15,Champions,2
14330,259,1,200.63,1,1,1,3,Lost,1
14332,17,2,1077.2,4,2,4,10,New Customers,3
14334,61,4,1738.43,3,4,4,11,Loyal Customers,0
14338,172,1,269.8,2,1,2,5,Hibernating,1
14339,64,1,260.35,3,1,2,6,Potential Loyalists,1
14341,56,10,2243.28,3,5,5,13,Loyal Customers,0
14342,68,2,228.88,3,2,2,7,Potential Loyalists,1
14343,57,4,1079.66,3,4,4,11,Loyal Customers,0
14344,3,13,2358.8700000000003,5,5,5,15,Champions,2
14346,61,3,1116.09,3,3,4,10,Loyal Customers,0
14347,372,1,82.60000000000001,1,1,1,3,Lost,1
14350,16,2,668.94,4,2,3,9,New Customers,3
14353,46,2,285.9,3,2,2,7,Potential Loyalists,3
14355,1,3,840.0500000000001,5,3,3,11,Loyal Customers,3
14358,25,2,400.06,4,2,2,8,New Customers,3
14361,214,1,192.03,1,1,1,3,Lost,1
14363,38,2,227.47000000000003,3,2,2,7,Potential Loyalists,3
14365,30,2,634.68,4,2,3,9,New Customers,3
14366,161,1,136.0,2,1,1,4,Hibernating,1
14369,278,2,469.13,1,2,3,6,Cant Lose Them,1
14370,124,5,1053.38,2,4,4,10,At Risk,0
14372,79,2,860.08,2,2,3,7,Cant Lose Them,0
14374,177,1,108.0,2,1,1,4,Hibernating,1
14375,86,2,871.26,2,2,4,8,Cant Lose Them,0
14376,319,1,215.46,1,1,1,3,Lost,1
14378,257,1,131.25,1,1,1,3,Lost,1
14379,29,2,917.0600000000001,4,2,4,10,New Customers,3
14380,318,1,48.96,1,1,1,3,Lost,1
14381,87,1,423.26,2,1,2,5,Hibernating,1
14382,26,1,578.14,4,1,3,8,New Customers,3
14384,136,1,58.5,2,1,1,4,Hibernating,1
14388,8,9,3461.76,5,5,5,15,Champions,2
14389,60,3,710.55,3,3,3,9,Loyal Customers,0
14390,8,5,1731.16,5,4,4,13,Champions,2
14391,212,1,135.6,1,1,1,3,Lost,1
14392,68,1,266.4,3,1,2,6,Potential Loyalists,1
14394,200,1,93.8,1,1,1,3,Lost,1
14395,8,12,4537.1,5,5,5,15,Champions,2
14396,7,6,1591.74,5,5,4,14,Champions,2
14398,37,2,707.79,3,2,3,8,Potential Loyalists,3
14399,30,8,2108.21,4,5,5,14,Champions,2
14400,44,2,695.53,3,2,3,8,Potential Loyalists,3
14401,60,9,2384.9,3,5,5,13,Loyal Customers,0
14402,288,1,105.6,1,1,1,3,Lost,1
14403,225,1,149.1,1,1,1,3,Lost,1
14404,5,8,1367.56,5,5,4,14,Champions,2
14405,22,1,78.0,4,1,1,6,New Customers,3
14408,368,1,232.20000000000002,1,1,2,4,Lost,1
14409,16,3,1219.2,4,3,4,11,Loyal Customers,0
14410,12,2,1457.71,5,2,4,11,New Customers,3
14412,60,1,574.5600000000001,3,1,3,7,Potential Loyalists,3
14413,46,3,643.47,3,3,3,9,Loyal Customers,0
14414,10,1,832.75,5,1,3,9,New Customers,3
14415,15,10,6021.8,5,5,5,15,Champions,2
14417,23,1,449.29,4,1,3,8,New Customers,3
14419,18,1,202.85,4,1,1,6,New Customers,3
14420,32,3,1196.93,4,3,4,11,Loyal Customers,0
14421,148,4,1609.7,2,4,4,10,At Risk,0
14422,10,13,5971.400000000001,5,5,5,15,Champions,2
14423,73,1,141.65,2,1,1,4,Hibernating,1
14425,70,3,633.5500000000001,3,3,3,9,Loyal Customers,0
14426,39,7,6805.03,3,5,5,13,Loyal Customers,2
14427,130,2,900.1800000000001,2,2,4,8,Cant Lose Them,0
14429,39,1,516.28,3,1,3,7,Potential Loyalists,3
14430,147,3,1194.5,2,3,4,9,At Risk,0
14431,15,3,1607.2,5,3,4,12,Loyal Customers,0
14433,101,1,280.7,2,1,2,5,Hibernating,1
14435,137,1,37.5,2,1,1,4,Hibernating,1
14436,189,1,30.0,1,1,1,3,Lost,1
14437,1,5,863.26,5,4,4,13,Champions,2
14439,79,4,6226.92,2,4,5,11,At Risk,0
14440,1,9,4117.85,5,5,5,15,Champions,2
14441,10,7,2898.8,5,5,5,15,Champions,2
14442,50,5,3750.8,3,4,5,12,Loyal Customers,0
14443,4,2,966.27,5,2,4,11,New Customers,3
14444,92,1,113.72,2,1,1,4,Hibernating,1
14445,91,1,221.65,2,1,1,4,Hibernating,1
14446,22,1,189.93,4,1,1,6,New Customers,3
14447,36,1,548.5,4,1,3,8,New Customers,3
14449,8,5,1555.4,5,4,4,13,Champions,2
14450,15,4,645.19,5,4,3,12,Loyal Customers,3
14451,25,10,2614.78,4,5,5,14,Champions,2
14452,31,2,399.9,4,2,2,8,New Customers,3
14454,12,5,977.3000000000001,5,4,4,13,Champions,0
14455,68,4,532.64,3,4,3,10,Loyal Customers,0
14458,16,1,214.15,4,1,1,6,New Customers,3
14459,287,1,3167.501,1,1,5,7,Cant Lose Them,0
14460,32,5,461.64,4,4,3,11,Loyal Customers,0
14461,18,10,4502.69,4,5,5,14,Champions,2
14462,68,1,262.24,3,1,2,6,Potential Loyalists,1
14463,135,1,256.95,2,1,2,5,Hibernating,1
14464,204,1,51.0,1,1,1,3,Lost,1
14465,64,8,2227.59,3,5,5,13,Loyal Customers,0
14466,8,7,2183.1,5,5,5,15,Champions,2
14467,25,8,1594.38,4,5,4,13,Champions,2
14468,369,1,142.8,1,1,1,3,Lost,1
14469,52,4,1989.78,3,4,5,12,Loyal Customers,0
14470,66,1,250.85,3,1,2,6,Potential Loyalists,1
14471,227,2,400.95,1,2,2,5,Hibernating,1
14472,325,1,266.05,1,1,2,4,Lost,1
14474,215,1,711.23,1,1,3,5,Cant Lose Them,1
14475,44,1,225.3,3,1,1,5,Potential Loyalists,3
14478,18,4,961.66,4,4,4,12,Champions,0
14479,1,3,982.86,5,3,4,12,Loyal Customers,3
14480,38,3,1020.47,3,3,4,10,Loyal Customers,0
14481,43,3,1403.02,3,3,4,10,Loyal Customers,0
14482,15,4,977.47,5,4,4,13,Champions,0
14483,372,1,120.0,1,1,1,3,Lost,1
14484,37,3,688.58,3,3,3,9,Loyal Customers,0
14486,147,2,175.5,2,2,1,5,Hibernating,1
14487,4,2,225.89000000000001,5,2,1,8,New Customers,3
14489,73,3,1111.55,2,3,4,9,At Risk,0
14490,42,2,1273.47,3,2,4,9,Potential Loyalists,0
14491,8,1,127.2,5,1,1,7,New Customers,3
14492,66,7,1921.91,3,5,5,13,Loyal Customers,0
14493,26,5,2628.3,4,4,5,13,Champions,0
14494,37,2,261.9,3,3,2,8,Loyal Customers,3
14495,295,1,51.0,1,1,1,3,Lost,1
14496,9,6,1990.22,5,5,5,15,Champions,2
14497,309,1,221.69,1,1,1,3,Lost,1
14498,37,5,1698.3500000000001,3,4,4,11,Loyal Customers,0
